run,bn,heuristic,time
129,mildew,WMF,1.3e-05
129,mildew,PE,1.4e-05
130,mildew,MN,0.120847
130,mildew,MW,1.9e-05
130,mildew,MF,1.3e-05
130,mildew,WMF,1.4e-05
130,mildew,PE,1.3e-05
131,mildew,MN,0.120789
131,mildew,MW,1.8e-05
131,mildew,MF,1.5e-05
131,mildew,WMF,1.4e-05
131,mildew,PE,1.3e-05
132,mildew,MN,0.122598
132,mildew,MW,1.8e-05
132,mildew,MF,1.4e-05
132,mildew,WMF,1.3e-05
132,mildew,PE,1.4e-05
133,mildew,MN,0.12606
133,mildew,MW,1.9e-05
133,mildew,MF,1.4e-05
133,mildew,WMF,1.4e-05
133,mildew,PE,1.3e-05
134,mildew,MN,0.119716
134,mildew,MW,1.7e-05
134,mildew,MF,2.3e-05
134,mildew,WMF,1.4e-05
134,mildew,PE,1.2e-05
135,mildew,MN,0.077526
135,mildew,MW,1.8e-05
135,mildew,MF,1.4e-05
135,mildew,WMF,1.4e-05
135,mildew,PE,1.3e-05
136,mildew,MN,0.068351
136,mildew,MW,1.7e-05
136,mildew,MF,1.4e-05
136,mildew,WMF,1.4e-05
136,mildew,PE,1.2e-05
137,mildew,MN,0.066499
137,mildew,MW,1.8e-05
137,mildew,MF,2.2e-05
137,mildew,WMF,1.5e-05
137,mildew,PE,1.4e-05
138,mildew,MN,0.069488
138,mildew,MW,1.8e-05
138,mildew,MF,1.3e-05
138,mildew,WMF,1.3e-05
138,mildew,PE,1.2e-05
139,mildew,MN,0.073271
139,mildew,MW,1.9e-05
139,mildew,MF,1.3e-05
139,mildew,WMF,1.3e-05
139,mildew,PE,1.3e-05
140,mildew,MN,0.07315
140,mildew,MW,2.7e-05
140,mildew,MF,1.3e-05
140,mildew,WMF,1.3e-05
140,mildew,PE,1.4e-05
141,mildew,MN,0.066848
141,mildew,MW,2e-05
141,mildew,MF,1.3e-05
141,mildew,WMF,1.3e-05
141,mildew,PE,1.3e-05
142,mildew,MN,0.066716
142,mildew,MW,2.1e-05
142,mildew,MF,2.3e-05
142,mildew,WMF,2.1e-05
142,mildew,PE,2e-05
143,mildew,MN,0.079385
143,mildew,MW,2.7e-05
143,mildew,MF,2.2e-05
143,mildew,WMF,1.3e-05
143,mildew,PE,1.4e-05
144,mildew,MN,0.073819
144,mildew,MW,1.8e-05
144,mildew,MF,1.3e-05
144,mildew,WMF,1.4e-05
144,mildew,PE,1.3e-05
145,mildew,MN,0.07672
145,mildew,MW,1.8e-05
145,mildew,MF,1.3e-05
145,mildew,WMF,1.3e-05
145,mildew,PE,1.4e-05
146,mildew,MN,0.073345
146,mildew,MW,1.9e-05
146,mildew,MF,1.4e-05
146,mildew,WMF,1.4e-05
146,mildew,PE,1.3e-05
147,mildew,MN,17.2527
147,mildew,MW,3.4e-05
147,mildew,MF,1.8e-05
147,mildew,WMF,1.8e-05
147,mildew,PE,2e-05
148,mildew,MN,0.084053
148,mildew,MW,1.7e-05
148,mildew,MF,2.2e-05
148,mildew,WMF,1.3e-05
148,mildew,PE,1.4e-05
149,mildew,MN,0.07635
149,mildew,MW,1.9e-05
149,mildew,MF,2.2e-05
149,mildew,WMF,1.3e-05
149,mildew,PE,1.4e-05
150,mildew,MN,0.074167
150,mildew,MW,2e-05
150,mildew,MF,1.6e-05
150,mildew,WMF,1.2e-05
150,mildew,PE,2.3e-05
151,mildew,MN,0.077005
151,mildew,MW,1.7e-05
151,mildew,MF,1.4e-05
151,mildew,WMF,1.5e-05
151,mildew,PE,2.3e-05
152,mildew,MN,0.075389
152,mildew,MW,2.7e-05
152,mildew,MF,2e-05
152,mildew,WMF,1.9e-05
152,mildew,PE,1.9e-05
153,mildew,MN,0.076578
153,mildew,MW,1.7e-05
153,mildew,MF,1.4e-05
153,mildew,WMF,1.4e-05
153,mildew,PE,1.3e-05
154,mildew,MN,0.084178
154,mildew,MW,2.7e-05
154,mildew,MF,2.2e-05
154,mildew,WMF,1.4e-05
154,mildew,PE,1.4e-05
155,mildew,MN,0.081081
155,mildew,MW,2.1e-05
155,mildew,MF,1.4e-05
155,mildew,WMF,1.3e-05
155,mildew,PE,1.4e-05
156,mildew,MN,0.076324
156,mildew,MW,1.8e-05
156,mildew,MF,1.3e-05
156,mildew,WMF,1.3e-05
156,mildew,PE,1.4e-05
157,mildew,MN,0.080484
157,mildew,MW,2.3e-05
157,mildew,MF,1.8e-05
157,mildew,WMF,2e-05
157,mildew,PE,1.8e-05
158,mildew,MN,0.08052
158,mildew,MW,3.1e-05
158,mildew,MF,1.9e-05
158,mildew,WMF,1.9e-05
158,mildew,PE,1.9e-05
159,mildew,MN,0.086911
159,mildew,MW,2.4e-05
159,mildew,MF,1.8e-05
159,mildew,WMF,1.9e-05
159,mildew,PE,2e-05
160,mildew,MN,0.090223
160,mildew,MW,3.2e-05
160,mildew,MF,1.8e-05
160,mildew,WMF,2.7e-05
160,mildew,PE,2.7e-05
161,mildew,MN,0.091317
161,mildew,MW,2.4e-05
161,mildew,MF,2e-05
161,mildew,WMF,2.2e-05
161,mildew,PE,2.1e-05
162,mildew,MN,0.094607
162,mildew,MW,2.4e-05
162,mildew,MF,1.8e-05
162,mildew,WMF,1.8e-05
162,mildew,PE,2e-05
163,mildew,MN,0.091209
163,mildew,MW,3.2e-05
163,mildew,MF,2.5e-05
163,mildew,WMF,2e-05
163,mildew,PE,2.6e-05
164,mildew,MN,0.081616
164,mildew,MW,2.3e-05
164,mildew,MF,1.7e-05
164,mildew,WMF,2e-05
164,mildew,PE,1.9e-05
165,mildew,MN,0.087357
165,mildew,MW,2.3e-05
165,mildew,MF,1.9e-05
165,mildew,WMF,1.9e-05
165,mildew,PE,1.8e-05
166,mildew,MN,0.080052
166,mildew,MW,2.2e-05
166,mildew,MF,1.8e-05
166,mildew,WMF,2.7e-05
166,mildew,PE,2e-05
167,mildew,MN,0.090753
167,mildew,MW,2.4e-05
167,mildew,MF,1.9e-05
167,mildew,WMF,1.8e-05
167,mildew,PE,1.9e-05
168,mildew,MN,1.68157
168,mildew,MW,1.9e-05
168,mildew,MF,1.5e-05
168,mildew,WMF,1.4e-05
168,mildew,PE,1.4e-05
169,mildew,MN,0.127051
169,mildew,MW,1.9e-05
169,mildew,MF,1.3e-05
169,mildew,WMF,1.4e-05
169,mildew,PE,1.3e-05
170,mildew,MN,0.103006
170,mildew,MW,1.8e-05
170,mildew,MF,1.4e-05
170,mildew,WMF,1.3e-05
170,mildew,PE,1.3e-05
171,mildew,MN,0.091648
171,mildew,MW,1.8e-05
171,mildew,MF,2.3e-05
171,mildew,WMF,1.2e-05
171,mildew,PE,1.4e-05
172,mildew,MN,0.062418
172,mildew,MW,1.8e-05
172,mildew,MF,2.3e-05
172,mildew,WMF,1.3e-05
172,mildew,PE,1.4e-05
173,mildew,MN,0.058758
173,mildew,MW,1.8e-05
173,mildew,MF,2.3e-05
173,mildew,WMF,1.5e-05
173,mildew,PE,1.5e-05
174,mildew,MN,0.058959
174,mildew,MW,1.8e-05
174,mildew,MF,1.4e-05
174,mildew,WMF,1.4e-05
174,mildew,PE,1.4e-05
175,mildew,MN,0.058488
175,mildew,MW,1.9e-05
175,mildew,MF,2.3e-05
175,mildew,WMF,1.3e-05
175,mildew,PE,1.4e-05
176,mildew,MN,0.058902
176,mildew,MW,1.7e-05
176,mildew,MF,1.3e-05
176,mildew,WMF,1.5e-05
176,mildew,PE,1.4e-05
177,mildew,MN,0.062374
177,mildew,MW,2.6e-05
